ID,Salary
SID26424,2924.8096
SID264320,3875.1787
SID264413,3878.162
SID264434,2433.1318
SID264625,3904.2842
SID264709,2831.828
SID264711,2181.044
SID26476,2938.303
SID264834,2656.9749
SID264952,2851.8394
SID264956,1543.309
SID265037,2344.0332
SID265118,2455.675
SID265162,1526.174
SID265178,3878.7617
SID265197,2345.7927
SID265214,2556.2302
SID265269,2506.3247
SID265275,2247.0046
SID26528,3378.3857
SID265300,2724.7866
SID265405,1698.1604
SID265426,3900.5105
SID26545,3093.722
SID265450,2958.7537
SID265457,2633.2888
SID265547,3598.4438
SID265585,2922.7664
SID265632,2537.356
SID265748,2818.9578
SID265857,2336.7837
SID265990,2245.6663
SID265998,4430.089
SID266141,2574.7583
SID266202,5259.464
SID266282,3284.3184
SID266310,3930.2612
SID266368,3387.7102
SID266432,2883.8909
SID266443,2361.4956
SID266986,2654.2422
SID26699,3267.021
SID267010,2000.5234
SID267022,2067.395
SID267040,2384.8447
SID267213,2880.0566
SID267291,4781.239
SID267340,3897.0615
SID267382,2932.945
SID267483,2230.263
SID267488,519.99896
SID267565,1070.0131
SID267572,2153.6714
SID267581,4034.3098
SID26770,2809.256
SID267718,3042.3303
SID267803,5669.609
SID267833,3278.3943
SID267846,2804.9978
SID268073,2534.7798
SID26819,2087.755
SID268201,3094.1572
SID268271,3486.623
SID26830,4572.3735
SID268360,2644.0293
SID26843,2750.036
SID268504,2427.0242
SID268518,3006.9695
SID268556,5144.561
SID268705,2693.934
SID268746,2682.685
SID268767,1998.7413
SID268784,3766.5928
SID268913,1884.7009
SID268940,3760.7612
SID269098,3111.6416
SID269105,2255.8557
SID269143,3056.1304
SID269163,3566.956
SID269186,5864.397
SID269189,3783.301
SID269256,3393.2415
SID269463,2796.6196
SID269477,2146.3926
SID269507,3280.0461
SID269563,2161.5842
SID269584,2547.532
SID269617,2341.416
SID269623,2238.979
SID269721,2597.5688
SID269811,2436.7932
SID269844,2808.6648
SID269903,2470.8264
SID269940,6165.636
SID269990,3235.0571
SID270121,2474.057
SID270160,3709.5757
SID270233,2531.3875
SID270334,2315.5776
SID270464,3264.0542
SID270619,4402.142
SID270621,3166.434
SID270693,2515.8772
SID270731,2183.4478
SID270763,3394.8772
SID270864,1986.2999
SID270909,1907.7281
SID270967,855.33246
SID271008,2820.4453
SID271016,2398.2144
SID27104,3822.3313
SID271067,858.6455
SID27107,2579.0867
SID271116,3422.6816
SID271245,2640.2
SID271319,2809.8596
SID271345,2100.8062
SID271357,3534.5679
SID271380,3510.0078
SID271433,2087.0261
SID27150,2983.0967
SID271562,2844.3665
SID271688,2989.0027
SID271691,2820.7373
SID271727,3455.338
SID271734,2781.2988
SID271767,3289.3237
SID271928,3788.4133
SID271936,3062.8188
SID271964,2909.5986
SID272040,3725.1658
SID27206,2856.3542
SID272320,2587.3184
SID272327,3304.8062
SID272418,3081.1255
SID27244,3064.3176
SID272451,3636.3376
SID272535,1402.6606
SID272541,2618.4978
SID272580,3008.0232
SID272619,3164.6953
SID27275,2546.4812
SID27277,1820.0095
SID272892,3566.136
SID273002,3358.1267
SID273179,3041.6758
SID273182,2610.8982
SID273265,1795.1356
SID273358,3342.9436
SID273535,2003.9296
SID273549,2577.9297
SID273559,2729.4575
SID273632,3248.2798
SID273666,291.0586
SID273695,2755.6064
SID273737,2537.1042
SID27375,2529.6628
SID273871,3185.2969
SID273884,2740.1643
SID273902,2516.5254
SID273927,2632.3323
SID273930,3249.945
SID27397,4281.012
SID273989,3132.1028
SID27399,2180.6067
SID274158,4022.1582
SID27441,3057.6777
SID274563,2861.4255
SID274752,4578.6797
SID275008,3212.9873
SID275114,3619.1272
SID275140,3084.9219
SID275297,4299.241
SID275432,1802.389
SID275485,4220.724
SID275488,5331.88
SID275626,1806.415
SID275664,3573.388
SID275749,2487.847
SID27577,2797.462
SID275852,2622.9783
SID275994,3570.7668
SID276035,2259.4666
SID276108,2315.0283
SID276229,3122.3828
SID276381,2710.4758
SID276414,4367.1685
SID276435,1985.5284
SID276586,3147.88
SID276627,4997.5317
SID27682,2691.5486
SID276881,1581.232
SID277033,5333.021
SID277061,3215.591
SID277172,2230.9116
SID27729,1883.9576
SID277305,2074.257
SID277319,2623.8955
SID277336,3455.6736
SID277384,2810.3696
SID277473,2696.8855
SID277475,4088.5945
SID277600,2608.862
SID277872,2436.3892
SID277892,1957.8158
SID277988,3020.1665
SID27804,2285.7195
SID278052,4721.0107
SID278221,1773.6499
SID278236,2822.5063
SID278335,2578.2395
SID278346,3344.8003
SID278416,2968.4226
SID27843,4036.6934
SID278445,2949.1077
SID278453,2440.6587
SID278512,3868.1477
SID278544,2460.098
SID278575,3895.125
SID278590,2359.7957
SID278598,2752.317
SID278779,2256.8557
SID278907,2950.8293
SID278944,2918.811
SID279037,2581.3862
SID279060,3350.4941
SID279204,2983.8582
SID279209,2512.3777
SID279237,2860.191
SID27931,4328.1733
SID279429,3647.7632
SID279542,3314.869
SID279552,2279.95
SID279596,2725.5417
SID279666,2379.885
SID279668,2199.4446
SID279783,4351.5454
SID279827,2775.843
SID279854,1896.3104
SID279969,2485.8594
SID280090,2961.9607
SID280161,3716.8384
SID280168,2503.8567
SID280422,3076.2297
SID280474,2245.6257
SID280566,3259.9272
SID280692,3277.3755
SID280775,3674.7153
SID280934,2722.0566
SID280972,3378.6099
SID280979,2074.4553
SID28106,4963.1875
SID281062,2938.4753
SID281391,2044.3815
SID281404,3140.0784
SID281533,3559.4927
SID281597,2287.166
SID281846,3101.0454
SID28185,2530.2476
SID282021,2777.979
SID282026,2011.09
SID282056,2155.702
SID282142,2634.1128
SID282272,920.1797
SID282361,4596.691
SID282387,2392.587
SID28242,2784.8538
SID282551,1939.5054
SID28288,3115.6052
SID282909,3487.6956
SID283000,3309.849
SID283025,2385.638
SID283099,2557.1948
SID283170,5190.3945
SID283216,3813.4536
SID283360,3920.1992
SID283398,3553.405
SID283408,2243.3843
SID283507,2365.3984
SID283547,5051.131
SID283742,3641.6777
SID284514,3658.3718
SID284601,3844.9663
SID28477,2388.1748
SID28483,3141.9111
SID284830,3125.477
SID284850,3073.31
SID285028,4203.618
SID285127,2488.002
SID285174,5894.9165
SID285207,1870.9854
SID285262,2001.6416
SID285285,2747.8435
SID285286,2860.8115
SID285321,2326.1455
SID285400,2777.6667
SID285407,4320.237
SID285611,2272.2388
SID285634,2968.9502
SID285727,3015.7205
SID28580,5413.0977
SID285900,3198.8035
SID285911,2983.7256
SID285920,3533.9248
SID286221,2048.6736
SID286271,1862.3618
SID286460,3786.571
SID286480,2421.2798
SID286611,2602.1707
SID286671,3170.797
SID286723,3081.722
SID286725,3575.073
SID286869,3248.5818
SID286899,2967.9175
SID286915,2134.159
SID286922,1942.0396
SID287013,2895.4546
SID28705,2468.7966
SID2871,3502.852
SID287117,2470.2512
SID287218,2268.7148
SID287323,2359.1826
SID287346,3251.2842
SID287600,2595.4763
SID287702,2969.0088
SID287881,2529.3718
SID287935,2748.1157
SID287945,3776.0918
SID288380,3305.0073
SID288394,3105.1907
SID288402,3025.5461
SID288509,1489.13
SID288538,1999.0275
SID288561,2343.892
SID2889,4800.531
SID288908,2790.7922
SID28922,3307.6184
SID289278,2811.8445
SID289281,3008.3967
SID289285,2353.2695
SID289326,2876.9138
SID289359,4100.9556
SID289399,2040.8937
SID289579,2092.005
SID28965,2868.669
SID289659,2377.656
SID2898,3418.848
SID28997,3374.966
SID289976,2283.4446
SID290025,3446.6143
SID290049,3033.0852
SID290120,3977.4924
SID290485,3141.1228
SID290530,2660.152
SID290711,3258.5164
SID290717,3018.371
SID29081,3402.8398
SID290964,3916.9058
SID291060,3127.258
SID291078,2745.3408
SID291190,2740.214
SID291199,2130.349
SID291214,2403.9314
SID291253,2951.3518
SID291336,3208.3613
SID291368,3453.4453
SID291465,2522.73
SID291470,2902.1755
SID291530,2234.231
SID291539,2974.1125
SID291547,3637.1228
SID291622,3566.2043
SID291623,3096.0688
SID291841,2647.96
SID291854,2570.4414
SID291929,4282.377
SID292211,2461.4524
SID292218,2231.9185
SID292223,2229.2634
SID292240,2905.7864
SID292242,3669.4875
SID292266,3086.713
SID292329,3051.0986
SID292375,2385.9768
SID292782,5096.07
SID292981,1935.8866
SID293041,3377.1597
SID293097,2035.8334
SID29313,4106.0854
SID293143,3133.4763
SID293193,2743.1768
SID293268,3293.901
SID293414,2422.7861
SID293435,2600.284
SID293459,2214.916
SID293537,3751.2664
SID293562,3858.4104
SID293570,4220.078
SID29360,2238.04
SID293611,3015.9565
SID293764,4267.5093
SID293772,1828.5787
SID293780,2600.9949
SID293791,3608.1719
SID29380,3851.051
SID293837,4759.839
SID294169,2139.7222
SID294210,1998.6508
SID29437,4646.521
SID294398,2557.5544
SID294592,3688.7085
SID294615,2816.4912
SID294682,1756.7743
SID294698,2373.8206
SID294791,3255.2947
SID294930,3322.6355
SID295028,2885.8372
SID295055,2909.7605
SID295118,5076.668
SID295167,3254.2
SID295269,4091.0908
SID295298,3537.9026
SID295316,1794.7697
SID295366,2859.484
SID29547,5141.189
SID295677,2354.8723
SID295727,3937.4758
SID295746,2116.429
SID29597,2764.9153
SID296132,2858.7158
SID296180,2637.3896
SID296274,1896.9387
SID296278,2317.922
SID296382,4552.42
SID296440,4017.0886
SID29657,2860.8838
SID296578,505.4998
SID296754,3390.9878
SID296756,3184.7466
SID296844,3280.5425
SID296856,2572.2546
SID296881,2072.3887
SID296966,2218.1704
SID296988,3142.8525
SID297028,2920.7388
SID297057,1585.2509
SID29708,3372.2485
SID297107,1907.2756
SID297114,2705.288
SID2973,2105.043
SID297460,2602.9937
SID297538,3487.5525
SID297555,2489.8828
SID297596,2069.219
SID29779,2397.5847
SID297937,2136.8289
SID298025,3892.7534
SID298153,4284.946
SID298232,3378.958
SID298254,4282.8315
SID298384,2322.7842
SID298395,2923.3455
SID298402,5228.2583
SID298444,3734.3267
SID298462,2395.0095
SID298583,2049.9358
SID298664,2924.8608
SID298740,3429.5205
SID298741,2289.3284
SID298814,2336.08
SID298896,2489.553
SID298898,3284.0178
SID298928,3597.7646
SID299003,2727.224
SID299065,2668.1953
SID299118,1789.0846
SID299121,2457.8743
SID299194,3582.2766
SID29926,3234.7166
SID299277,2436.0203
SID29934,3765.8213
SID299572,2883.353
SID299577,3584.0312
SID299607,4161.8315
SID299678,2189.4941
SID29976,3739.991
SID29977,2768.3694
SID299897,2763.6482
SID30019,3295.2178
SID300208,2284.0647
SID300210,2311.5051
SID300322,2862.2937
SID300346,3070.8828
SID300360,2880.073
SID300375,2834.9768
SID300467,5230.169
SID300478,4195.0996
SID300603,3134.6553
SID30062,2027.0215
SID30065,3240.2769
SID300651,2520.3655
SID300658,2830.7947
SID300755,2299.0774
SID300793,3231.9355
SID300832,4624.091
SID300882,2337.9675
SID300924,3048.0017
SID300937,2614.6855
SID30115,2850.2898
SID301517,1239.435
SID301536,2810.3184
SID301714,2215.9387
SID301787,6133.1455
SID301957,4576.6313
SID301982,2527.1523
SID302109,2262.5732
SID302352,2854.5898
SID302447,3098.2954
SID302498,2621.3923
SID302554,5251.2334
SID302569,3205.628
SID302652,2285.088
SID302680,2624.0078
SID302682,2375.004
SID302713,7380.9956
SID302799,2016.9023
SID302832,2939.2576
SID303222,2852.1887
SID303285,2551.4429
SID303525,2075.8486
SID303530,2331.3113
SID303680,4089.9802
SID303883,4665.2197
SID303908,2297.752
SID303926,2171.0505
SID304011,3335.683
SID304022,1953.7543
SID304023,2412.1438
SID304160,3145.9956
SID304282,1944.1691
SID304327,3271.1838
SID304401,2629.7148
SID304480,2385.7942
SID304503,3264.0322
SID304508,3228.0193
SID30452,2230.6814
SID304590,2469.3455
SID304693,3989.788
SID304726,2407.792
SID304781,2306.7283
SID304846,3652.9502
SID304983,3103.9958
SID304993,4696.063
SID305179,2258.597
SID305265,2296.656
SID305272,2974.9668
SID305314,4047.1824
SID305340,3970.6685
SID305381,3042.7036
SID30544,2339.855
SID305486,2729.6284
SID305507,2152.949
SID305524,2525.663
SID305548,2876.5251
SID305632,2267.6252
SID305691,2122.0276
SID305705,3009.4438
SID305753,3100.9458
SID306050,2060.2754
SID306107,3027.4941
SID306200,2446.6477
SID306272,2986.5735
SID306378,2910.4028
SID306391,2977.899
SID306424,2214.0195
SID30646,5112.982
SID306679,3600.2874
SID306695,1955.1848
SID306727,3549.8157
SID306764,2936.3606
SID306808,2992.3413
SID306844,2578.517
SID306871,5411.236
SID306875,2483.5632
SID306998,2303.6326
SID307031,3590.7546
SID30709,3726.7014
SID307092,3228.3005
SID30723,6134.193
SID307251,1695.115
SID307274,3104.1345
SID307368,3497.4521
SID30737,3226.349
SID307402,2896.959
SID307536,2918.833
SID307604,2363.4438
SID307630,2073.964
SID307632,2508.248
SID307698,2997.0854
SID307750,2696.047
SID307984,3553.6335
SID308141,3679.554
SID308187,3316.442
SID308198,2454.5405
SID308224,2986.1792
SID308255,3267.0505
SID308454,4669.1836
SID308500,2080.897
SID308525,1785.464
SID308602,3001.7693
SID30875,3108.4243
SID308832,3605.6785
SID308885,2747.5544
SID30889,2787.7756
SID308901,3188.3435
SID309159,3675.776
SID309226,3096.8608
SID309230,2562.5667
SID309270,2324.111
SID309305,2951.0637
SID309535,2933.2117
SID309683,3737.9333
SID309707,3223.3232
SID309738,2486.463
SID309819,2874.0603
SID310059,2981.7288
SID310101,1774.4426
SID310262,4363.688
SID310310,2493.1138
SID310674,2671.251
SID310779,3046.5803
SID310780,2825.549
SID310880,2260.4775
SID31093,4347.0073
SID31102,2645.4219
SID311027,2406.7952
SID311107,2963.0896
SID311218,3353.6184
SID311221,3124.84
SID311252,2669.7822
SID311299,2305.8274
SID311396,2282.7058
SID311553,2602.2312
SID311578,2081.395
SID311632,3062.262
SID311672,2595.4937
SID31168,2900.9558
SID311851,3238.96
SID311867,2422.0398
SID311874,2203.7288
SID311948,3323.0706
SID312011,2972.2212
SID312204,3802.1875
SID312208,3472.2505
SID312262,1958.0398
SID312359,3082.8054
SID312413,2688.609
SID312471,2522.3882
SID312497,3110.599
SID312501,2764.489
SID312575,2801.5056
SID312652,2454.735
SID312697,2611.065
SID312744,4502.131
SID312783,1698.9486
SID312815,3067.391
SID313087,2900.8403
SID313122,3078.9548
SID313130,3589.8489
SID313146,3235.2551
SID313295,2573.5847
SID31334,3331.215
SID313372,1710.3816
SID313493,2040.6462
SID313500,2638.4011
SID313681,2670.363
SID313891,2489.6714
SID313898,2660.3423
SID313932,3369.4333
SID314301,3561.8652
SID314535,3024.0264
SID314563,4711.309
SID314796,2323.373
SID314811,1518.4305
SID314881,4423.8403
SID314950,2848.887
SID314971,2363.1047
SID315025,2181.5598
SID315191,3689.323
SID315245,2668.6013
SID315450,3120.0537
SID315481,3228.451
SID31569,3309.2683
SID315753,2926.686
SID315819,2699.8406
SID315960,2806.0496
SID316062,3171.0676
SID316098,3032.9133
SID316102,2558.6675
SID316113,2441.272
SID316150,2002.881
SID316300,2612.1948
SID316350,3622.776
SID316453,2272.2812
SID316534,4815.098
SID316555,2395.3438
SID316653,2645.9717
SID316667,2997.3674
SID316687,1964.4158
SID316690,3112.3406
SID316779,2782.5022
SID316782,2868.0276
SID316850,2895.6104
SID316894,3496.604
SID31693,3083.0698
SID317006,2845.4421
SID317063,3337.4583
SID317242,6790.001
SID317257,885.7731
SID31739,3361.6714
SID317436,2113.9375
SID317441,1794.1302
SID317605,2389.0117
SID317661,3254.4114
SID31767,2371.8054
SID317752,4093.2004
SID317809,5595.791
SID317826,2956.9133
SID317950,2523.327
SID318009,2811.7651
SID318196,2580.3909
SID318227,2377.0002
SID318396,3086.7634
SID31848,2593.7012
SID318695,2152.8135
SID31876,5114.7656
SID318795,2844.8171
SID318808,1106.0315
SID318959,4980.5156
SID31909,3046.438
SID319108,2528.0928
SID319146,3808.7048
SID319368,2910.9436
SID319423,3602.1682
SID31947,3240.465
SID319543,7011.954
SID31964,3892.0764
SID319706,2365.9446
SID319709,2545.1704
SID319854,4146.965
SID319883,2293.3599
SID320033,2821.3562
SID320056,4300.6387
SID320087,1950.0392
SID32012,2670.3794
SID320136,3699.0076
SID32028,3350.3333
SID320358,2420.382
SID320401,2146.7437
SID320618,2704.4585
SID320636,3533.1484
SID320677,2692.22
SID320773,3604.2188
SID320774,2129.989
SID320803,3845.6545
SID320813,2783.1694
SID320968,3791.4717
SID320971,4898.344
SID321128,2044.5455
SID321172,1741.4858
SID321283,2495.2996
SID321316,2894.3652
SID321425,2154.3862
SID321587,1606.421
SID321828,2314.3438
SID322008,3354.938
SID322013,1756.8693
SID322063,2529.921
SID322084,2786.2524
SID322119,2477.7075
SID322167,2249.613
SID322171,1279.4374
SID32219,2106.561
SID322193,3329.2146
SID322248,2246.1792
SID322533,4148.903
SID322643,2448.363
SID322784,2622.55
SID322806,2822.2454
SID322820,2520.3425
SID322968,1900.5901
SID323235,2385.8125
SID323252,2444.527
SID323296,3421.5735
SID323343,2308.0947
SID323432,3333.4438
SID323444,2107.9116
SID323614,2202.3645
SID323723,4807.42
SID323761,2423.7546
SID323866,2342.1555
SID323893,1186.4003
SID323916,2917.794
SID323961,2399.2783
SID323965,3859.3123
SID32398,3064.5908
SID3240,2975.8794
SID324132,2376.759
SID324265,3537.1948
SID324330,2285.7085
SID324344,3207.9333
SID32441,2817.073
SID324415,3585.0464
SID324550,1941.6414
SID324581,3402.377
SID324633,1825.1842
SID324681,2015.3728
SID324698,4925.7554
SID32481,2220.3582
SID324811,3173.9214
SID324861,3201.1917
SID324905,3142.69
SID324947,1828.477
SID325194,3051.041
SID325200,2315.812
SID325212,2440.7356
SID325232,3117.2988
SID325326,2441.3738
SID325390,5318.527
SID325563,2572.3203
SID325573,2853.633
SID325584,2207.283
SID325700,2559.0723
SID325774,2657.7195
SID325869,2580.5544
SID325952,4889.3965
SID326046,2893.5063
SID326069,3771.3794
SID326331,3114.9417
SID326374,3305.1284
SID326393,5362.364
SID326414,4738.616
SID326554,2742.8923
SID326582,2254.8784
SID326964,3038.5342
SID327133,2237.08
SID327164,2737.4167
SID327170,2779.8323
SID327173,2609.261
SID32719,2129.2117
SID327364,2729.9368
SID327377,2594.3433
SID327562,2704.1138
SID327592,2042.7433
SID327597,1961.5243
SID327636,2287.51
SID327700,5765.7397
SID327753,3226.821
SID327867,2692.3503
SID328003,2738.6294
SID328042,2506.6724
SID32825,5419.054
SID328368,4209.208
SID328548,4171.9697
SID328559,4672.099
SID328571,3697.415
SID328629,4091.938
SID328828,2438.9583
SID328845,4683.1904
SID328890,3711.389
SID328951,3989.731
SID329023,2152.3008
SID329070,3637.5989
SID329160,2174.062
SID329168,2618.3254
SID329231,2729.375
SID329237,2443.6392
SID329288,3233.4788
SID329290,2339.8762
SID329315,2489.2693
SID329438,3336.1704
SID329482,2774.3772
SID329489,2170.6514
SID329679,2152.4075
SID329700,3987.8926
SID329918,2834.433
SID329963,3666.6697
SID329975,2631.9395
SID329999,2186.986
SID33018,3096.062
SID330245,2593.8213
SID330290,4479.5015
SID33032,5796.671
SID330348,2726.2764
SID330366,2936.2642
SID330437,4415.175
SID330438,3153.9436
SID330490,2672.3733
SID330527,3397.0906
SID330536,3534.3442
SID330546,3338.9778
SID330557,2687.824
SID330605,2689.3223
SID330702,2248.6118
SID330749,2978.3616
SID330821,980.55707
SID331089,3512.7358
SID331184,3904.6467
SID331195,2310.5442
SID331231,2551.3694
SID331251,2260.7969
SID331280,2401.98
SID331337,2250.6418
SID331347,2211.6519
SID331358,3186.7847
SID33146,3251.9106
SID331460,3202.817
SID331482,2455.352
SID331628,2704.2046
SID331678,2638.249
SID331692,3124.7678
SID331710,3380.1934
SID331838,2230.8179
SID331839,3597.2893
SID331841,3795.908
SID331868,2737.81
SID33202,2493.9873
SID332307,5519.8843
SID332337,2182.01
SID332370,2636.6958
SID332415,2729.2285
SID332498,3845.568
SID332567,2924.8865
SID332580,2535.6614
SID332702,2266.1404
SID332729,2764.203
SID332817,2695.0881
SID332869,2817.0786
SID33292,2263.316
SID333362,2126.3672
SID333373,2521.792
SID333458,5562.2217
SID333557,2403.6064
SID333560,4043.8037
SID333595,2661.822
SID333621,3387.915
SID333718,2712.6377
SID333750,3072.3562
SID333791,3331.9731
SID333834,3169.035
SID334038,3187.9656
SID334281,1917.8854
SID334327,3196.4548
SID334354,2628.4177
SID334432,2049.3835
SID334472,2267.5344
SID334544,2614.1682
SID334638,1839.5507
SID334684,2530.1426
SID334817,2615.4424
SID334843,2863.9377
SID334886,2336.005
SID334921,2915.7014
SID334965,4199.8364
SID335008,7590.5015
SID335024,2955.8164
SID335144,2732.3267
SID335177,5832.6963
SID33521,3412.9834
SID335271,2114.473
SID335399,2834.1658
SID335531,3394.252
SID33557,3476.7598
SID335664,2360.2175
SID335872,1655.0854
SID335923,2560.3486
SID336075,2827.5283
SID336482,3323.1592
SID336522,2864.302
SID336640,2404.2808
SID336693,2968.9805
SID336822,2019.3406
SID336877,2218.6985
SID336879,3064.4897
SID337125,3180.6306
SID337279,3093.027
SID337339,2769.1372
SID337455,3350.5044
SID337593,3006.8572
SID337684,2088.5396
SID337701,2524.029
SID337856,5805.6523
SID337943,2046.7985
SID337989,2631.9438
SID338034,2619.4272
SID338035,3443.8462
SID338240,2410.5842
SID338409,3719.367
SID338418,3415.605
SID338451,2643.5295
SID338474,2571.6147
SID338592,3788.793
SID338634,2174.429
SID338657,2517.671
SID338725,3975.7178
SID338794,5252.689
SID338854,2939.207
SID338929,2217.7502
SID33898,4831.505
SID339032,4146.6484
SID339112,2619.367
SID339133,3505.6606
SID339187,1840.3066
SID339196,2617.6704
SID339250,1970.5125
SID339255,2275.4053
SID33937,2880.2703
SID33939,2357.2751
SID339473,3021.07
SID339538,2310.86
SID339556,3145.8496
SID339696,2979.9858
SID339739,2428.1433
SID33982,2698.7341
SID339838,2755.309
SID339888,2665.7117
SID339922,2404.769
SID340140,4388.4067
SID340228,1782.7826
SID340253,2268.5623
SID340268,3083.423
SID340436,3155.2021
SID340470,2458.216
SID34048,2942.8564
SID340581,2778.8535
SID340593,4344.3013
SID340594,3874.1663
SID34073,3112.341
SID341039,2564.7034
SID341101,2560.4426
SID341150,3471.4856
SID341235,2895.4348
SID341417,3340.3357
SID341437,3376.2317
SID341501,3210.5552
SID341530,3669.451
SID34159,2936.5608
SID341640,2903.7837
SID341804,5297.7363
SID341821,3297.8347
SID341874,2818.3184
SID341900,2005.8188
SID341902,2143.7236
SID341968,3177.304
SID3420,1607.9178
SID34202,2322.1616
SID342063,3249.0884
SID342144,2166.4219
SID342151,4220.12
SID342166,3650.634
SID342226,3686.5303
SID342292,2431.3247
SID342322,2179.3438
SID342536,2221.8928
SID342543,2648.3713
SID342665,4330.917
SID342667,2963.6826
SID342678,3371.2773
SID342748,2927.4023
SID342893,2592.8923
SID342995,1937.5518
SID343028,2682.3381
SID343124,3910.8176
SID343186,2442.0967
SID34324,3188.4277
SID343354,2734.5037
SID343356,2285.4297
SID343422,1822.6196
SID34346,3336.5024
SID343523,4461.1895
SID343586,3358.4333
SID343608,2558.9492
SID343620,3484.1643
SID34365,2471.1694
SID343702,2657.7478
SID343720,3183.1155
SID343802,3588.4177
SID343809,4216.2383
SID343830,6140.4507
SID343946,2720.2234
SID344065,3424.4338
SID344066,3115.9192
SID344092,2784.4653
SID344136,3186.9553
SID344184,2992.7974
SID344254,2738.5938
SID344334,2766.9473
SID34438,2125.9934
SID344587,3493.539
SID344681,3165.3481
SID344902,3423.2495
SID34512,3228.768
SID345155,2646.6929
SID345178,3753.5896
SID345363,3349.2502
SID34545,3695.6768
SID345493,6912.5024
SID345638,2077.8083
SID345647,2096.7903
SID345684,2099.9912
SID345728,3381.9187
SID345797,3130.6191
SID345949,2514.2183
SID34618,3896.0134
SID34624,2405.1008
SID346382,3724.7173
SID346403,2924.4521
SID346430,2486.6484
SID346476,3015.408
SID34658,2523.536
SID346601,2590.5059
SID346612,3399.27
SID346738,1984.0343
SID346825,2996.6516
SID346976,2841.8098
SID347078,2616.2131
SID347120,2597.9878
SID347181,3761.9143
SID347260,3290.0588
SID347262,3547.9092
SID347305,3722.8945
SID34741,2758.9634
SID347414,3545.105
SID347545,2558.528
SID347614,2806.1885
SID347799,2810.6123
SID347825,1515.7753
SID347906,2848.826
SID347959,2440.2146
SID348013,2797.1213
SID348098,3409.3103
SID348443,2806.2314
SID348509,2467.3657
SID348549,2198.7227
SID349060,3804.432
SID349118,3306.0999
SID349236,2311.9226
SID349258,3481.925
SID349335,3292.9585
SID349357,3341.5254
SID34941,2767.7349
SID34949,2939.7922
SID34950,1948.2618
SID349525,3019.9766
SID349686,2083.7087
SID349742,2897.2957
SID350023,2724.0813
SID350038,2396.23
SID350055,2257.4253
SID350077,2340.6333
SID350355,2804.576
SID350387,2305.988
SID350391,2237.1135
SID350397,2457.583
SID350447,3003.894
SID350525,3546.5444
SID350570,2437.5815
SID35069,2778.3262
SID350918,3340.3298
SID351111,4521.135
SID351250,1657.5005
SID351262,2326.8223
SID351277,2734.728
SID351291,2837.8535
SID351353,2951.539
SID35139,1774.7487
SID351509,2029.625
SID351518,4242.7656
SID351822,2861.335
SID351878,3560.3123
SID351995,4464.144
SID35200,2367.8154
SID352071,2555.96
SID352135,3151.0198
SID352137,1674.3569
SID352243,2966.6812
SID352258,2819.0576
SID352327,2873.214
SID352361,4263.8516
SID352414,2973.7717
SID352431,2736.286
SID35253,2573.7473
SID352549,2042.3523
SID352739,2194.7659
SID352855,3891.3608
SID352972,3161.9583
SID353030,1441.4792
SID353095,3071.2356
SID353306,2845.7034
SID353372,2430.386
SID353399,2853.622
SID353501,2664.403
SID353536,3047.2
SID35369,3010.4458
SID353713,2735.848
SID354014,3185.517
SID35405,2918.358
SID354081,2980.8445
SID354137,2873.8584
SID354190,3779.551
SID354203,2560.3464
SID35432,3491.262
SID354374,4336.9487
SID354375,1961.7936
SID354459,2182.6858
SID354526,3893.5012
SID354537,3090.8813
SID354595,2798.0784
SID35466,3205.789
SID354671,2852.029
SID354676,1939.5098
SID354760,2325.729
SID354909,3149.2607
SID35504,2479.6328
SID355242,4060.1975
SID3553,3280.8276
SID355348,2648.2686
SID355357,3188.0005
SID355386,2134.1628
SID355420,3330.7742
SID355503,2728.4907
SID355504,1443.0963
SID355515,3556.8435
SID355524,3296.1238
SID355596,3074.3962
SID355713,3325.2727
SID355730,6971.5874
SID356072,3564.4639
SID356328,1880.564
SID35635,2481.319
SID356437,2372.8062
SID356717,5098.6323
SID356790,3221.0823
SID356946,3076.273
SID356958,1543.883
SID357105,2913.0574
SID357144,3735.7163
SID357205,2441.5405
SID357210,2509.296
SID357400,5051.059
SID357402,3061.7822
SID357481,2870.7236
SID357511,2036.7289
SID357550,2998.6658
SID357701,2182.2876
SID357801,4550.5757
SID357825,3542.7932
SID357833,3292.4727
SID357863,4351.265
SID357897,3553.3906
SID358106,2692.9744
SID35813,2588.106
SID35814,2033.4857
SID358237,1876.7157
SID358306,2720.4414
SID358517,2293.7686
SID358560,3301.951
SID3588,3127.2185
SID358920,2390.7314
SID358960,2316.6584
SID359018,4517.733
SID359050,2525.886
SID359084,3037.3618
SID359100,3341.2908
SID359103,3019.4265
SID359167,3183.456
SID359226,2375.7688
SID359291,2848.5063
SID359360,2650.4795
SID359504,2932.5234
SID359512,2950.3481
SID359548,2459.5828
SID35969,3113.007
SID359730,4216.437
SID359746,2587.504
SID359899,2759.7495
SID359989,2866.9946
SID360110,2223.124
SID360118,3415.1018
SID360131,2992.774
SID360449,2378.1072
SID360476,3320.2004
SID360706,2379.8557
SID360774,3323.5127
SID360804,2941.4807
SID361005,2208.493
SID36107,3709.7683
SID361109,2656.2236
SID361192,2557.132
SID361195,2811.074
SID36126,2208.5024
SID361492,4024.2988
SID361513,4268.451
